Source,Target,Weight,If_across
The Royal Institute for the Advancement of Learning/McGill University , Nazhat; Showan ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Alvarado; Carlos ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Beitel; Lenore ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Carnevale; Matthew ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Dotan; Idit ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Mitmaker; Elliot Jonathan ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Paliouras; Miltiadis ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Roche; Philip ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Trifiro; Mark ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Esguerra; Kenneth V. N.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Lumb; Jean-Philip ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Abitbol; Tiffany ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Alabed; Yazan Z.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Alaoui-Jamali; Moulay A.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Bellemare; Marie-Josee ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Bijian; Krikor ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Bourguinat; Catherine ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Chan; Kin Fai ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Chan; Tak Hang ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Chan; Tak-Hang ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Chow; Larry Ming Cheung ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Cirtiu; Ciprian M.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Damha; Masad J.,1,1
The Royal Institute for the Advancement of Learning/McGill University , De Schutter; Joris Wim ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Dion; Patrick ,4,1
The Royal Institute for the Advancement of Learning/McGill University , Donga; Robert Alexander ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Drapeau; Pierre ,4,0
The Royal Institute for the Advancement of Learning/McGill University , Fischer; Joshua ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Fournier; Alyson E.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Gachovska; Tanya ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Gatignol; Anne ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Geary; Timothy ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Gleason; James L.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Gray; Derek ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Hassler; Matthew ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Hay; Allan S.,1,0
The Royal Institute for the Advancement of Learning/McGill University , He; Xun ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Hlil; Antisar R.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Hudson; Thomas ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Kaldre; Dainis ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Law; Man Chun ,1,1
The Royal Institute for the Advancement of Learning/McGill University , LePage; Cecile ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Lin; Yih-Shyan ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Matsumura; Sumiko ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Meijer; Inge ,4,0
The Royal Institute for the Advancement of Learning/McGill University , Mes-Masson; Anne-Marie ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Mir; Aabid ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Moores; Audrey ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Nandyala; Mallikarjuna Reddy ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Ngadi; Michael ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Olivier; Martin ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Powell; William S.,2,1
The Royal Institute for the Advancement of Learning/McGill University , Prichard; Roger ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Provencher; Diane ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Raghavan; Vijaya ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Rokach; Joshua ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Rouleau; Guy A.,4,0
The Royal Institute for the Advancement of Learning/McGill University , Scarborough; Robert ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Schenker; Rudolf ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Slim; Rima ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Tao; Jiang ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Tonin; Patricia ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Tsantrizos; Youla S.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Valdmanis; Paul ,4,0
The Royal Institute for the Advancement of Learning/McGill University , White; John H.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Wong; Iris Lai King ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Black; Cameron ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Feldhammer; Matthew ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Kennedy; Brian ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Penafuerte; Claudia ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Tremblay; Michel L.,2,0
The Royal Institute for the Advancement of Learning/McGill University , Zogopoulos; George ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Antoniou; John ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Auclair; Karine ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Beitel; Lenore ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Chodavarapu; Vamsy ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Cosa; Gonzalo ,1,0
The Royal Institute for the Advancement of Learning/McGill University , De Schutter; Joris Wim ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Durantini; Andres M.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Epure; Laura M.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Friscic; Tomislav ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Gawri; Rahul ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Ghouleh; Zaid ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Girard; Simon ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Grant; Michael P.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Greene; Lana E.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Haglund; Lisbet ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Jabado; Nada ,2,0
The Royal Institute for the Advancement of Learning/McGill University , Jones; David ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Kamal; Musa ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Khoshkava; Vahid ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Kirk; Andrew ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Korshunov; Andrey ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Li; Chao-Jun ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Lichter; Peter ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Lin; Yih-Shyan ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Lincoln; Richard ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Mahoutian; Mehrdad ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Mottillo; Cristina ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Mwale; Fackson ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Najih; Mohamed ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Nickels; Christopher Walter ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Paliouras; Miltiadis ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Pfaff; Elke ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Pfister; Stefan M.,2,1
The Royal Institute for the Advancement of Learning/McGill University , Plass; Christoph ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Roche; Philip ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Roughley; Peter J.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Shao; Yixin ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Sharif-Naeini; Reza ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Sturm; Dominik ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Thiemann; Joachim ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Trifiro; Mark ,1,0
The Royal Institute for the Advancement of Learning/McGill University , Tsantrizos; Youla S.,1,0
The Royal Institute for the Advancement of Learning/McGill University , Vong; Kenward ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Witt; Hendrik ,2,1
The Royal Institute for the Advancement of Learning/McGill University , Ormeno-Nunez; Juan ,1,1
The Royal Institute for the Advancement of Learning/McGill University , Reeleder; Richard D.,1,1
The Royal Institute for the Advancement of Learning/McGill University , Watson; Alan K.,1,1
The Sir Mortimer B., Alaoui-Jamali; Moulay ,2,1
The Sir Mortimer B., Chertkow; Howard ,1,1
The Sir Mortimer B., Gupta; Ajay ,2,1
The Sir Mortimer B., Nakatsu; Kanji ,2,1
The Sir Mortimer B., Richard; Stephane ,1,0
The Sir Mortimer B., Schipper; Hyman M.,4,0
The Sir Mortimer B., Szarek; Walter A.,2,1
The Sir Mortimer B., Vlahakis; Jason Z.,2,1
The Trustees of the University of Pennsylvania , Agadjanyan; Michael G.,2,1
The Trustees of the University of Pennsylvania , Holterman; Mark ,2,1
The Trustees of the University of Pennsylvania , Sekaly; Rafick P. (St.,2,1
The Trustees of the University of Pennsylvania , Weiner; David B.,2,1
The Council of the Queensland Institute of Medical Research , Good; Michael ,1,1
The Council of the Queensland Institute of Medical Research , Stevenson; Mary M ,1,1
"The United States of America, as represented by the Department of Health ", Kundu; Gopal C.,1,1
"The United States of America, as represented by the Department of Health ", Mukherjee; Anil B.,1,1
"The United States of America, as represented by the Department of Health ", Panda; Dibyendu K.,1,1
"The United States of America, as represented by the Department of Health ", Brown; Kevin ,1,1
"The United States of America, as represented by the Department of Health ", Coutlee; Fran.cedilla.,1,1
"The United States of America, as represented by the Department of Health ", Dipaolo; Joseph A.,1,1
"The United States of America, as represented by the Department of Health ", Kessous; Allegria ,1,1
"The United States of America, as represented by the Department of Health ", Tijssen; Peter ,1,1
"The United States of America, as represented by the Department of Health ", Zadori; Zoltan ,1,1
"The United States of America, as represented by the Department of Health ", Zhi; Ning ,1,1
"The United States of America, as represented by the Department of Health ", Brown; Kevin Edward ,1,1
"The United States of America, as represented by the Department of Health ", Tijssen; Peter ,1,1
"The United States of America, as represented by the Department of Health ", Zadori; Zoltan ,1,1
"The United States of America, as represented by the Department of Health ", Zhi; Ning ,1,1
The Universite de Montreal , Edinger; Aimee ,1,1
The Universite de Montreal , Hanessian; Stephen ,1,1
The University of Akron , Ju; Lu-Kwang ,1,0
The University of Akron , Trivedi; Hiren K.,1,1
The University of British Columbia , Dolphin; David ,1,0
The University of British Columbia , Gleave; Martin ,1,0
The University of British Columbia , Gleave; Martin E.,1,0
The University of British Columbia , Leavitt; Randy J.,1,1
The University of British Columbia , Levitt; Randy J.,1,1
The University of British Columbia , MacKenzie; Lloyd ,1,0
The University of British Columbia , Pollak; Michael N.,2,1
The University of British Columbia , Tang; Hang ,1,1
The University of British Columbia , Wang; Qingping ,1,1
The University of British Columbia , Wijesekera; Tilak ,1,1
The University of British Columbia , Withers; Stephen G.,1,0
The University of British Columbia , Xie; Lily ,1,0
The University of British Columbia - University Maison Office , Jones; Peter J.,1,1
The University of British Columbia - University Maison Office , Kutney; James P.,1,0
The University of British Columbia - University Maison Office , Novak; Egon ,1,1
The University of British Columbia, Deng; Wanyin ,1,0
The University of British Columbia, Finlay; Brett ,1,1
The University of British Columbia, Gruenheid; Samantha ,1,1
The University of British Columbia, Puente; Jose L.,1,1
The University of British Columbia, Vallance; Bruce A.,1,0
THE UNIVERSITY OF MANITOBA , Elektorowicz; Maria ,1,1
THE UNIVERSITY OF MANITOBA , Ibeid; Sharif ,1,1
THE UNIVERSITY OF MANITOBA , Oleszkiewicz; Jan ,1,0
THE UNIVERSITY OF WESTERN ONTARIO , Berven; Bradley Michael ,1,0
THE UNIVERSITY OF WESTERN ONTARIO , Corkery; Timothy Christopher ,1,1
THE UNIVERSITY OF WESTERN ONTARIO , Gillies; Elizabeth R.,1,0
THE UNIVERSITY OF WESTERN ONTARIO , Guterman; Ryan ,1,1
THE UNIVERSITY OF WESTERN ONTARIO , Ragogna; Paul ,1,0
"Thrasos Innovation, Inc.", Bey; Philippe ,1,1
"Thrasos Innovation, Inc.", Bosukonda; Dattatreyamurty ,3,1
"Thrasos Innovation, Inc.", Carlson; William D.,3,1
"Thrasos Innovation, Inc.", Keck; Peter C.,3,1
"Thrasos Innovation, Inc.", Sworin; Michael ,2,1
Thrasos Therapeutics Inc., Caruso; Marie-Elaine ,1,0
Thrasos Therapeutics Inc., Dube; Gilles ,1,1
Thrasos Therapeutics Inc., Leger; Roger ,1,1
Thrasos Therapeutics Inc., Rossert; Jerome ,1,1
"Tnemec Company, Inc.", Briand; Remi ,1,1
"Tnemec Company, Inc.", Duncan; J.,1,1
"Tnemec Company, Inc.", Floriot; Yves ,1,1
"Tnemec Company, Inc.", McGreal; Jennifer S.,1,0
"Topigen Pharmaceuticals, Inc.", D'Anjou; Helene ,1,1
"Topigen Pharmaceuticals, Inc.", Paquet; Luc ,1,1
"Topigen Pharmaceuticals, Inc.", Renzi; Paolo ,1,1
"Topigen Pharmaceuticals, Inc.", D'Anjou; Helene ,4,1
"Topigen Pharmaceuticals, Inc.", Paolo; Renzi ,1,1
"Topigen Pharmaceuticals, Inc.", Renzi; Paolo ,3,1
"Topigen Pharmaceuticals, Inc.", Zemzoumi; Khalid ,4,0
"Topigen Pharmaceuticals, Inc.", Allakhverdi; Zoulfia ,1,0
"Topigen Pharmaceuticals, Inc.", Allam; Mustapha ,1,0
"Topigen Pharmaceuticals, Inc.", Renzi; Paolo ,1,1
Torcan Chemical LTD , Slemon; Clarke ,1,1
"Torr Canada, Inc.", Veronneau; Germain ,1,1
"Torr Canada, Inc.", Veronneau; Linda ,1,1
TOTAL RESEARCH & TECHNOLOGY FELUY , Fradette; Louis ,1,1
TOTAL RESEARCH & TECHNOLOGY FELUY , Giguere; Robin ,1,1
TOTAL RESEARCH & TECHNOLOGY FELUY , Mignon; Denis ,1,1
TOTAL RESEARCH & TECHNOLOGY FELUY , Tanguy; Philippe ,1,1
Transfert Plus , Beliveau; Richard ,1,0
Transfert Plus , Bertrand; Yanick ,1,1
Transfert Plus , Demeule; Michel ,1,1
Transfert Plus , Jodoin; Julie ,1,0
Transfert Plus , Michaud-Levesque; Jonathan ,1,0
Transfert Plus , Rolland; Yanneve ,1,0
Transfert Plus , Hammami; Amer ,1,1
Transfert Plus , Marsan; Beno t ,1,1
Transfert Plus , Courtel; Fabrice ,1,1
Transfert Plus , Hammami; Amer ,1,1
Transfert Plus , Marsan; Benoit ,1,1
Transfert Plus , Morin; Mario ,1,1
"Translational Therapeutics, Inc.", Borden; Katherine L. B. (St.,1,1
"Translational Therapeutics, Inc.", Culjkovic; Biljana ,1,1
"Translational Therapeutics, Inc."," Jamieson, Jr.; Gordon A.",1,0
"Translational Therapeutics, Inc.", Kentsis; Alex ,1,1
"Tranzyme Pharma, Inc.", Beaubien; Sylvie ,1,1
"Tranzyme Pharma, Inc.", Benakli; Kamel ,1,1
"Tranzyme Pharma, Inc.", Deslongchamps; Pierre ,1,1
"Tranzyme Pharma, Inc.", Dory; Yves ,1,1
"Tranzyme Pharma, Inc.", Fortin; Daniel ,1,1
"Tranzyme Pharma, Inc.", Fraser; Graeme L ,1,1
"Tranzyme Pharma, Inc.", Hoveyda; Hamid ,1,1
"Tranzyme Pharma, Inc.", Lan; Ruoxi ,1,1
"Tranzyme Pharma, Inc.", Li; Shigui ,1,1
"Tranzyme Pharma, Inc.", Marsault; Eric ,1,1
"Tranzyme Pharma, Inc.", Ouellet; Luc ,1,1
"Tranzyme Pharma, Inc.", Peterson; Mark ,1,1
"Tranzyme Pharma, Inc.", Ramaseshan; Mahesh ,1,1
"Tranzyme Pharma, Inc.", Vezina; Martin ,1,1
"Tranzyme Pharma, Inc.", Villeneuve; Gerald ,1,1
Tricil Limited , Fung; David T.,1,1
Tricil Limited , Laberge; J. G.,1,1
Tricil Limited , Przystal; Frederick S. (St.,1,1
TRT Pharma Inc., Batist; Gerald ,1,0
TRT Pharma Inc., Geng; Guoyan ,1,0
TRT Pharma Inc., Li; Yi ,1,1
TRT Pharma Inc., Lin; Rongtuan ,1,1
TRT Pharma Inc., Wu; Jian Hui ,1,0
TRT Pharma Inc., Zhou; Jinming ,1,1
TRT Pharma Inc., Batist; Gerald ,1,0
TRT Pharma Inc., Wu; Jian Hui ,1,0
Tyco Electronics Corporation , Braunovic; Milenko ,1,1
Tyco Electronics Corporation , Bukovnik; Rudy ,1,1
Tyco Electronics Corporation , Ladin; Dmitry ,1,1
UAS Laboratories LLC , Jones; Mitchell Lawrence ,2,1
UAS Laboratories LLC , Prakash; Satya ,2,1
UCB S.A., Cossement; Eric ,2,0
UCB S.A., Gobert; Jean ,2,0
UCB S.A., Goldstein; Solo ,2,1
UCB S.A., Van Keulen; Berend J.,1,1
UCB S.A., Van Keulen; Berend Jan ,1,1
UCB S.A., Wulfert; Ernst ,2,0
Union Carbide Corporation , Breneman; William C.,1,1
Union Carbide Corporation , Flagella; Robert N.,1,1
Union Carbide Corporation , Gaston; Jon M.,1,1
Union Carbide Corporation , Hagan; David W.,1,1
Union Carbide Corporation , Brophy; James Mackay ,1,1
Union Carbide Corporation , Courtes; Jean Claude ,1,1
Union Carbide Corporation , Hakka; Leo Ernest ,1,1
Union Carbide Corporation , Hebrard; Michel Jacques Roger ,1,1
Union Carbide Corporation , Morro; William Charles ,1,1
Union Carbide Corporation , Laniel; Robert ,1,1
Union Carbide Corporation , Leroux; Jacques ,1,1
Union Carbide Corporation , Van Gheluwe; Patrick ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Alexandre; Francois ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Archambault; Germain (ST.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Bassett; David R.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Bassett; David Robinson ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Boluk; Mehmet Yaman ,2,1
Union Carbide Chemicals & Plastics Technology Corporation , Boluk; Mehmut Y.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Brymer; Barbara Jane ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Chang; John C.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Engelmann; Theodore Randolph ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Hakka; Leo E.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Jarrell; Michael Scott (SO.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Jenkins; Richard D.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Jenkins; Richard Duane ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Lightfoot; Richard H.,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Lightfoot; Richard Hall ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Nicholas; Antonios ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Roy; Veronique ,1,1
Union Carbide Chemicals & Plastics Technology Corporation , Wright; Dale Andrew ,1,1
Uniroyal Inc., Brewer; Arthur D.,1,1
Uniroyal Inc., Davis; Robert A.,1,1
Uniroyal Inc., Ames; Ronald B.,1,1
Uniroyal Inc., Boos; Walter R.,1,1
Uniroyal Inc., Borr; Mitchell ,1,1
Uniroyal Inc., Brouwer; Walter G.,1,1
Uniroyal Inc., Crittendon; Charles E.,1,1
Uniroyal Inc., Felauer; Ethel E.,1,1
Uniroyal Inc., Graham; Bruce A.,1,1
Uniroyal Inc., MacPherson; Edwin J.,1,1
Uniroyal Inc., Matheson; Alister F.,1,1
Uniroyal Inc., Neidermyer; Robert W.,2,1
Uniroyal Inc., Puttock; Michael A.,1,1
Uniroyal Inc., Tosh; Douglas J.,1,1
Uniroyal Inc., von Schmeling; Bogislav ,1,1
Uniroyal Inc., Ames; Ronald B.,1,1
Uniroyal Inc., Boos; Walter R.,1,1
Uniroyal Inc., Brouwer; Walter G.,1,1
Uniroyal Inc., Crittendon; Charles E.,1,1
Uniroyal Inc., Felauer; Ethel E.,1,1
Uniroyal Inc., Graham; Bruce A.,1,1
Uniroyal Inc., MacPherson; Edwin J.,1,1
Uniroyal Inc., Neidermyer; Robert W.,2,1
Uniroyal Inc., Puttock; Michael A.,1,1
Uniroyal Inc., von Schmeling; Bogislav ,1,1
Uniroyal Inc., Brewer; Arthur D.,1,1
Uniroyal Inc., Davis; Robert A.,1,1
Universidad Nacional Autonoma de Mexico, Deng; Wanyin ,1,1
Universidad Nacional Autonoma de Mexico, Finlay; Brett ,1,1
Universidad Nacional Autonoma de Mexico, Gruenheid; Samantha ,1,1
Universidad Nacional Autonoma de Mexico, Puente; Jose L.,1,1
Universidad Nacional Autonoma de Mexico, Vallance; Bruce A.,1,1
Universita Degli Studi di Milano , Bedini; Annalida ,1,1
Universita Degli Studi di Milano , Fraschini; Franco ,1,0
Universita Degli Studi di Milano , Gobbi; Gabriella ,1,1
Universita Degli Studi di Milano , Lucini; Valeria ,1,0
Universita Degli Studi di Milano , Mor; Marco ,1,1
Universita Degli Studi di Milano , Rivara; Silvia ,1,1
Universita Degli Studi di Milano , Spadoni; Gilberto ,1,1
Universita Degli Studi di Milano , Tarzia; Giorgio ,1,1
Universita Degli Studi di Milano , Beverina; Luca ,1,0
Universita Degli Studi di Milano , Dontigny; Martin ,1,1
Universita Degli Studi di Milano , Guerfi; Abdelbast ,1,1
Universita Degli Studi di Milano , Herbig; Bettina ,1,1
Universita Degli Studi di Milano , Labrecque; Jean-Francois ,1,1
Universita Degli Studi di Milano , Mari; Claudio Maria ,1,0
Universita Degli Studi di Milano , Pagani; Giorgio ,1,0
Universita Degli Studi di Milano , Perrier; Michel ,1,1
Universita Degli Studi di Milano , Posset; Uwe ,1,1
Universita Degli Studi di Milano , Ruffo; Riccardo ,1,1
Universita Degli Studi di Milano , Salamone; Matteo Marco ,1,1
Universita Degli Studi di Milano , Schottner; Gerhard ,1,1
Universita Degli Studi di Milano , Zaghib; Karim ,1,1
Universita Degli Studi di Milano , Bedini; Annalida ,1,1
Universita Degli Studi di Milano , Fraschini; Franco ,1,1
Universita Degli Studi di Milano , Gobbi; Gabriella ,1,1
Universita Degli Studi di Milano , Lucini; Valeria ,1,1
Universita Degli Studi di Milano , Mor; Marco ,1,1
Universita Degli Studi di Milano , Rivara; Silvia ,1,1
Universita Degli Studi di Milano , Spadoni; Gilberto ,1,1
Universita Degli Studi di Milano , Tarzia; Giorgio ,1,1
Universita Degli Studi di Milano , Bedini; Annalida ,1,0
Universita Degli Studi di Milano , Fraschini; Franco ,1,1
Universita Degli Studi di Milano , Gobbi; Gabriella ,1,1
Universita Degli Studi di Milano , Lucini; Valeria ,1,1
Universita Degli Studi di Milano , Mor; Marco ,1,1
Universita Degli Studi di Milano , Rivara; Silvia ,1,1
Universita Degli Studi di Milano , Spadoni; Gilberto ,1,0
Universita Degli Studi di Milano , Tarzia; Giorgio ,1,1
UNIVERSITATSKLINIKUM HEIDELBERG , Jabado; Nada ,2,1
UNIVERSITATSKLINIKUM HEIDELBERG , Jones; David ,2,0
UNIVERSITATSKLINIKUM HEIDELBERG , Korshunov; Andrey ,2,0
UNIVERSITATSKLINIKUM HEIDELBERG , Lichter; Peter ,2,1
UNIVERSITATSKLINIKUM HEIDELBERG , Pfaff; Elke ,2,0
UNIVERSITATSKLINIKUM HEIDELBERG , Pfister; Stefan M.,2,0
UNIVERSITATSKLINIKUM HEIDELBERG , Plass; Christoph ,2,1
UNIVERSITATSKLINIKUM HEIDELBERG , Sturm; Dominik ,2,0
UNIVERSITATSKLINIKUM HEIDELBERG , Witt; Hendrik ,2,0
Universite d'Angers , Bocquet; Arnaud ,1,1
Universite d'Angers , Eyer; Joel ,1,1
Universite d'Angers , Peterson; Alan ,1,1
Universite d'Angers , Armand; Michel ,16,0
Universite d'Angers , Auger; Francois A.,1,1
Universite d'Angers , Babai; Feridoun ,2,1
Universite d'Angers , Banville; Jacques ,1,1
Universite d'Angers , Barbeau; Jean ,4,0
Universite d'Angers , Baril; Daniel ,2,0
Universite d'Angers , Baron; Chantal ,1,1
Universite d'Angers , Belzil; Anne-Marie ,1,1
Universite d'Angers , Beno it; Serge ,1,1
Universite d'Angers , Bergeron; Dominique ,3,0
Universite d'Angers , Bergeron; Jean-Yves ,2,1
Universite d'Angers , Berrada; Fouad ,3,0
Universite d'Angers , Bertrand; Richard ,1,1
Universite d'Angers , Bezdudny; Andrej ,2,1
Universite d'Angers , Boileau; Guy ,2,1
Universite d'Angers , Bouchard; Marc ,1,1
Universite d'Angers , Bouchard; Stephanie ,1,1
Universite d'Angers , Bouvier; Michel ,2,0
Universite d'Angers , Brakier-Gingras; Lea ,1,1
Universite d'Angers , Brouillette; Dany ,2,0
Universite d'Angers , Carriere; Serge ,2,1
Universite d'Angers , Cedergren; Robert ,1,0
Universite d'Angers , Chan; John S. D.,2,1
Universite d'Angers , Chantigny; Yves ,1,1
Universite d'Angers , Charland; Robert ,3,1
Universite d'Angers , Chartrand; Patrice ,1,0
Universite d'Angers , Chartrand; Pierre ,1,1
Universite d'Angers , Checroune; Florent ,3,0
Universite d'Angers , Choquette; Yves ,1,1
Universite d'Angers , Cloutier; Rejean ,1,1
Universite d'Angers , Cohen; Eric A.,5,0
Universite d'Angers , Cote; Ludger ,3,1
Universite d'Angers , Cote; Marc ,1,0
Universite d'Angers , Coutlee; Fran.cedilla.,1,1
Universite d'Angers , Dagneau; Philippe ,1,1
Universite d'Angers , Daigneault; Luc ,2,0
Universite d'Angers , Dayan; Alain ,1,1
Universite d'Angers , Dellaire; Graham ,1,0
Universite d'Angers , Deon; Daniel H.,1,1
Universite d'Angers , Desgroseillers; Luc ,4,1
Universite d'Angers , Dion; Patrick ,4,1
Universite d'Angers , Dipaolo; Joseph A.,1,1
Universite d'Angers , Drapeau; Pierre ,4,0
Universite d'Angers , Dube; Laurence ,1,1
Universite d'Angers , Ducha ne; Thomas ,2,0
Universite d'Angers , Dupuis; Daniel ,1,1
Universite d'Angers , Elazhary; Youssef ,1,1
Universite d'Angers , Fan; Jian-Qiang ,1,1
Universite d'Angers , Faucher; Esther ,3,1
Universite d'Angers , Ferbeyre; Gerardo ,1,0
Universite d'Angers , Fournier; Maurille J.,1,1
Universite d'Angers , Gaboury; Louis ,1,0
Universite d'Angers , Gagnon; Marc ,1,1
Universite d'Angers , Gaudreau; Pierrette ,1,1
Universite d'Angers , Gauthier; Laurent ,2,0
Universite d'Angers , Gauthier; Michel ,10,1
Universite d'Angers , Germain; Lucie ,1,1
Universite d'Angers , Giasson; Richard ,1,0
Universite d'Angers , Gingras; Stephane ,1,0
Universite d'Angers , Gouin; Sebastien ,1,0
Universite d'Angers , Goulet; Francine ,1,1
Universite d'Angers , Gravel; Denis ,2,1
Universite d'Angers , Greller; Larry D.,1,1
Universite d'Angers ," Guillemette, legal representative; Constance ",1,1
Universite d'Angers , Guimond; Martin ,3,1
Universite d'Angers , Gupta; Ajay K.,1,1
Universite d'Angers , Guy; Julia ,1,0
